,Unnamed: 0,index,Unnamed: 0.1,posts,Mach,LSRP12,LSRP2,NRSM,languages,Length,sentiment,person,Person,sentiment score
2811,5543,8227,8227,"Much better than season 1. Real improvements on the fight scenes, Ward is still amazing, and a very intriguing ending that asks as many questions as it answers. Actually looking forward to more of this.",61,3.2,3,11,en,202,surprise,68,68,0.902335525
2812,5544,8228,8228,Send help please.,61,3.2,3,11,en,17,joy,68,68,0.683967948
2813,5545,8233,8233,Whoever decided six exams in as many days was a good idea can go fuck themselves.,61,3.2,3,11,en,81,joy,68,68,0.590657949
2814,5546,8235,8235,"Thank you, Vin. Very cool.",61,3.2,3,11,en,26,joy,68,68,0.998428762
2815,5548,8237,8237,Calico hamb L I C C flying hamb.,61,3.2,3,11,en,32,fear,68,68,0.356777519
2816,5549,8238,8238,"https://www.youtube.com/watch?v=zxaNA3-fIqo

The most heartwarming thing I've seen in a long time :')",61,3.2,3,11,en,101,joy,68,68,0.949570775
2817,5550,8241,8241,"To all that celebrate, Eid Mubarak!

PS: Don't forget to clean up after yourselves please.",61,3.2,3,11,en,90,joy,68,68,0.927057028
2818,5551,8242,8242,"“Hold on, just a little while longer
Everything will be alright.” ♪",61,3.2,3,11,en,67,joy,68,68,0.996287942
2819,5555,8250,8250,The comments section oml 😂,61,3.2,3,11,en,26,anger,68,68,0.80356586
2820,5556,8251,8251,"Remember when putting lyrics up as your status was ""cool""? 😂",61,3.2,3,11,en,60,joy,68,68,0.998677075
2821,5557,8252,8252,"""Yes the press in Bangladesh is totally free.""

Biggest joke of the century.",61,3.2,3,11,en,76,joy,68,68,0.946708202
2822,5559,8254,8254,"গুজব।

On a serious note, hats off to The Daily Star and Dhaka Tribune for being some of the few media outlets that weren't scared into submission.",61,3.2,3,11,en,147,fear,68,68,0.997416019
2823,5560,8255,8255,"The last one 😂😂😂
This country is fucked.",61,3.2,3,11,en,40,anger,68,68,0.997701824
2824,5561,8256,8256,Better than nothing I guess.,61,3.2,3,11,en,28,joy,68,68,0.590177417
2825,5563,8258,8258,Truth will prevail in the end.,61,3.2,3,11,en,30,joy,68,68,0.980373263
2826,5564,8259,8259,"Some animals and their cries:
Dogs: ""Bark! Bark!""
Cats: ""Meow!""
Donkeys: ""Polapain rastae namtese ken?""
Snakes: ""Egula shob politically motivated."" 
Invertebrates: ""GUJOB! GUJOB!""
Cows: ""Moo!""",61,3.2,3,11,en,192,joy,68,68,0.662793875
2827,5565,8267,8267,Our country amazes me sometimes.,61,3.2,3,11,en,32,joy,68,68,0.686833382
2828,5566,8268,8268,If only,61,3.2,3,11,en,7,joy,68,68,0.489707649
2829,5567,8269,8269,"Bus. Comm. Chronicles pt2: This woman thinks the verb form of persuasion is ""pursue""",61,3.2,3,11,en,84,anger,68,68,0.924395978
2830,5575,8283,8283,Why does it feel like nothing has changed?,61,3.2,3,11,en,42,sadness,68,68,0.94054091
2831,5577,8285,8285,:o,61,3.2,3,11,en,2,anger,68,68,0.818994522
2832,5578,8286,8286,Gracious even in defeat.,61,3.2,3,11,en,24,love,68,68,0.547573686
2833,5579,8287,8287,True irony is when your Business Communications teacher has no communication skills whatsoever.,61,3.2,3,11,en,95,anger,68,68,0.944116473
2834,5580,8288,8288,Fucking incredible.,61,3.2,3,11,en,19,joy,68,68,0.521606028
2835,5581,8289,8289,Watching the Heroes for Hire kick some ass with Wu Tang playing in the background is something I didn't know I needed.,61,3.2,3,11,en,118,anger,68,68,0.659824848
2836,5582,8290,8290,Look at this smug mf I love him,61,3.2,3,11,en,31,joy,68,68,0.983299911
2837,5583,8291,8291,Animax was the sole reason for my weaboo phase lmao,61,3.2,3,11,en,51,joy,68,68,0.729115129
2838,5585,8293,8293,This is too real lmao,61,3.2,3,11,en,21,joy,68,68,0.965086699
2839,5587,8296,8296,3rd year was a fucking mess lmao.,61,3.2,3,11,en,33,anger,68,68,0.996118069
2840,5590,8299,8299,Still got a few months left :),61,3.2,3,11,en,30,anger,68,68,0.674438179
2841,5591,8301,8301,I can't tell the difference between memes and actual news anymore,61,3.2,3,11,en,65,joy,68,68,0.467510015
2842,5595,8306,8306,This is extremely satisfying to watch.,61,3.2,3,11,en,38,joy,68,68,0.998644173
2843,5597,8309,8309,"""Gay people are naturally inclined to like gay people."" - Sadaf Halim",61,3.2,3,11,en,69,joy,68,68,0.508303761
2844,5599,8311,8311,This movie will give you PTSD. 10/10 would suffer again.,61,3.2,3,11,en,56,sadness,68,68,0.998314142
2845,5600,8312,8312,Why is this still me,61,3.2,3,11,en,20,anger,68,68,0.926084816
2846,5601,8315,8315,I graduate this year :),61,3.2,3,11,en,23,joy,68,68,0.82573688
2847,5602,8316,8316,The next 48 hours are going to be extremely painful.,61,3.2,3,11,en,52,sadness,68,68,0.99192214
2848,5604,8318,8318,"Good company, good food: Part 9",61,3.2,3,11,en,31,joy,68,68,0.995251775
2849,5605,8319,8319,Choose a side,61,3.2,3,11,en,13,joy,68,68,0.462467194
2850,5606,8320,8320,"Good company, good food: Part 8",61,3.2,3,11,en,31,joy,68,68,0.995724678
2851,5607,8321,8321,"I'm kinda proud of this.

#artvsartist",61,3.2,3,11,en,38,joy,68,68,0.998563945
2852,5608,8322,8322,IUT summed up with one meme,61,3.2,3,11,en,27,anger,68,68,0.963051796
2853,5609,8324,8324,"This cat walks up to yo girl and says ""Hey Auntie"", what do?",61,3.2,3,11,en,60,anger,68,68,0.761809945
2854,5610,8325,8325,Growing up is realizing that Quidditch is woefully imbalanced and the Triwizard Tournament is a terrible spectator sport.,61,3.2,3,11,en,121,sadness,68,68,0.992466986
2855,5611,8326,8326,Rebirth is top-notch writing.,61,3.2,3,11,en,29,joy,68,68,0.995955348
2856,5613,8328,8328,When IUT literally makes you wish you were dead.,61,3.2,3,11,en,48,sadness,68,68,0.987051487
2857,5614,8329,8329,"""I always deal with threats head on; meaning I punch them in the head until they're unconscious. Wanna see?""",61,3.2,3,11,en,108,fear,68,68,0.878602564
2858,5615,8330,8330,"Here's to health, happiness, and hope.

PC: Saquib Irtiza",61,3.2,3,11,en,57,joy,68,68,0.979810476
2859,5617,8332,8332,This is the kind of joke I can get behind 😏,61,3.2,3,11,en,43,anger,68,68,0.868516028
2860,5618,8333,8333,Black Panther Eid collection when?,61,3.2,3,11,en,34,fear,68,68,0.635705352
2861,5619,8334,8334,"Good company, good food: Part 6",61,3.2,3,11,en,31,joy,68,68,0.995818555
2862,5620,8335,8335,Wakanda dress code is this?,61,3.2,3,11,en,27,anger,68,68,0.83924675
2863,5621,8336,8336,Good to see this is a universal problem.,61,3.2,3,11,en,40,joy,68,68,0.996487737
2864,5622,8337,8337,"*spends 3 hours coding*
*compile and execute*
*17 errors, 36 warnings; sirens blaring*

""Fuck.""",61,3.2,3,11,en,95,anger,68,68,0.968500495
2865,5625,8340,8340,Why are the teachers this semester so dedicated wtf,61,3.2,3,11,en,51,joy,68,68,0.516518831
2866,5626,8341,8341,Good times.,61,3.2,3,11,en,11,joy,68,68,0.996996522
2867,5627,8343,8343,Happy Valentine's Day everybody 😏,61,3.2,3,11,en,33,joy,68,68,0.997500718
2868,5628,8344,8344,Who the fuck is this malnourished boiii,61,3.2,3,11,en,39,anger,68,68,0.937296212
2869,5629,8347,8347,I wish I was still this optimistic 😂😂😂,61,3.2,3,11,en,38,joy,68,68,0.998458505
2870,5630,8349,8349,"I'll take my royalties any day now, PLAYERUNKNOWN'S BATTLEGROUNDS.",61,3.2,3,11,en,66,joy,68,68,0.844273031
2871,5631,8350,8350,Lowkey what I wanna do every day.,61,3.2,3,11,en,33,anger,68,68,0.965246201
2872,5636,8355,8355,The joke that's been funny since middle school 😂,61,3.2,3,11,en,48,surprise,68,68,0.738642752
2873,5638,8358,8358,"When you realize your vacation ends in a few days and the cycle of depression is about to renew itself and you long for the sweet release of death, or graduation - whichever comes first.",61,3.2,3,11,en,186,love,68,68,0.667058766
2875,5642,8362,8362,Congratulations Annie! Thank you for reminding all of us that we're growing old 😂 Wishing you and your husband and long and happy life together 💛,61,3.2,3,11,en,145,joy,68,68,0.995002091
2877,5644,8364,8364,"True friends are never apart.
Maybe in distance,
But never in heart.",61,3.2,3,11,en,68,anger,68,68,0.435602039
2878,5645,8365,8365,"Good company, good food: Part 5",61,3.2,3,11,en,31,joy,68,68,0.995800793
2879,5646,8366,8366,Merry Christmas ya filthy animal.,61,3.2,3,11,en,33,anger,68,68,0.955941141
2880,5647,8367,8367,"Happy Birthday Squishyyy :3

Can't wait to see you in a few days :D",61,3.2,3,11,en,67,joy,68,68,0.998094022
2881,5648,8368,8368,Realest shit,61,3.2,3,11,en,12,anger,68,68,0.623367906
2882,5651,8371,8371,"its just 2 years...
oct 10,2016 was something special..",49,4.2,2.2,17,en,55,joy,69,69,0.997732043
2883,5652,8372,8372,So many JAROJ in a single fucking institution,49,4.2,2.2,17,en,45,anger,69,69,0.996648848
2884,5653,8373,8373,"The Last time India won cricket match without cheating was in 'Lagan' Movie 😊
<c>",49,4.2,2.2,17,en,81,anger,69,69,0.632642329
2885,5655,8375,8375,high quality time with roomies ♥,49,4.2,2.2,17,en,32,joy,69,69,0.996229231
2886,5657,8378,8378,"Take a Bow,my man!!
The man,The myth,the legend of our country..
remember the name.
TAMIM IQBAL KHAN ♥♥♥
that is what called playing for the country..",49,4.2,2.2,17,en,150,joy,69,69,0.98254931
2887,5658,8379,8379,"make IUT proud
make Bangladesh proud 
Team IUT AVIJATRIK
♥♥♥",49,4.2,2.2,17,en,60,joy,69,69,0.996595085
2888,5661,8382,8382,please don't spread gujob....please don't...!!,49,4.2,2.2,17,en,46,anger,69,69,0.733466685
2889,5662,8383,8383,"Mr 911!!!
missing u already... 😖😖
wish u good luck..
please come back soon..
love you ♥♥♥",49,4.2,2.2,17,en,89,sadness,69,69,0.77589041
2890,5664,8385,8385,"I just don't know what and how to write...I even don't know how to thank u..
because of amader IUT-SOMC combo,I understand kno 8 tarikh hoynay egula...
whatever,thanks for being in my life..its been only 5 years of togetherness,eta aro hajar bochor hobe InShaAllah..
my best birthday so far...gifts gular pic na ee dilam..
oh yes 13.8.2018 mark the date...!
♥ ♥♥",49,4.2,2.2,17,en,362,joy,69,69,0.982955396
2891,5665,8386,8386,sorry for non chittagonians but this is exactly a problem which needs to be solved ASAP here in CTG..,49,4.2,2.2,17,en,101,joy,69,69,0.856373489
2892,5666,8387,8387,"thanks everyone jara phone,text,messenger ba wall post kore wish korechen...
Kaiser Hossain Evan ekmatro gift deyar jonne thanks... 😂😂",49,4.2,2.2,17,en,134,joy,69,69,0.953877628
2894,5669,8391,8391,Thanks for the day...  Totally speechless!! 😊😊,49,4.2,2.2,17,en,46,surprise,69,69,0.958253741
2895,5672,8394,8394,"ok let's seee...
😎 Friendship Test! 🙋Guess my answers and see how well you actually know me! 🤞",49,4.2,2.2,17,en,94,joy,69,69,0.998435199
2896,5673,8395,8395,"well,EEE'16 is right...ei first year eta Deserve o korena....
#unlucky_17",49,4.2,2.2,17,en,73,anger,69,69,0.987791598
2897,5677,8399,8399,it's coming home 😂😂😂,49,4.2,2.2,17,en,20,joy,69,69,0.633924127
2898,5678,8400,8400,"saw some jokes about 6+7 or coming home bla bla bla!!!
#stop_daydreaming
#get_a_life
#they_are_going_home 😂😂😂
 want Croatia to lift the trophy",49,4.2,2.2,17,en,142,joy,69,69,0.927706897
2899,5680,8402,8402,"so mexican fans(Iykwim) apparently became hentai fans at first,but they are happily  converted to Belgium..
#Brazil_vs_Rest
#come_on",49,4.2,2.2,17,en,132,joy,69,69,0.995617032
2900,5681,8403,8403,"back to back man of the match...
Neymar it is...
tomra video banao,nije dekho, moja nao, ar bal falao ar status dao..team to ar nai tomader.naki ekhhn theke belgium???
neymar eshob কোডেনা।",49,4.2,2.2,17,en,188,anger,69,69,0.457760155
2902,5685,8407,8407,"certainly the players of this nation does things which other can never even think of..yeah this magic comes from Brazil..
this magic is in their blood...
I m not talking about any match..if u follow them,u have to admit the truth.... 😍😍
#grande_brasil",49,4.2,2.2,17,en,251,anger,69,69,0.606977046
2903,5686,8408,8408,"haire Brazil ei bhodaire paile 8-10 ta dito re bhai....egulay abr janowar er moto gaal chalay lol...
lol defending champions
ki kopal  7 goal er binimoye kichu dte parlam to nah...ekhn ajibon argentine der moto otai bole berabe...",49,4.2,2.2,17,en,230,joy,69,69,0.380760789
2904,5689,8411,8411,"hat's off germany,the Champ..
we are waiting!!!  😁😁😁",49,4.2,2.2,17,en,52,anger,69,69,0.506796241
2905,5690,8413,8413,philippe fucking coutinho...right under ur ass Navas,49,4.2,2.2,17,en,52,anger,69,69,0.996095479
2906,5694,8417,8417,"come on Leo
tui bhalo khelar jonne amr fantasy theke latthi mere ber kore disi..
Now please don't prove my luck good 😒
let  it be as it's always been,very bad...
toke nilam na and u will be a disaster for croatia tonight... ✌",49,4.2,2.2,17,en,225,joy,69,69,0.996961892
2907,5696,8419,8419,"I am happy that at least u are playing one or two matches,your dream came true.
and scored one,which is a bonus for me
😍MO SALAH♥",49,4.2,2.2,17,en,129,joy,69,69,0.998541951
2908,5697,8420,8420,"Extremely sorry for the plastics
#Died_mannschaft 😂
creds : Raihan Shoumik",49,4.2,2.2,17,en,74,sadness,69,69,0.995619595
2909,5700,8423,8423,"Owkaay
world cup in fuckin' ON
maybe going to enjoy the best WC of my life...",49,4.2,2.2,17,en,77,joy,69,69,0.996162295
2910,5701,8424,8424,"All set for the mission-HeXa....
Final practice done...
Austria 0-3 Brazil..
Scorer-jesus,Neymar,coutinho <3
#grande_Brazil",49,4.2,2.2,17,en,123,joy,69,69,0.933519185
2911,5702,8425,8425,"I told,GOD is gifting.. U must take it baby....",49,4.2,2.2,17,en,47,joy,69,69,0.860179663
2912,5704,8427,8427,"Bujhlamna ekta pure kuttar baccha ke niye manush ekhono keno post kore  ....he does these things  every time...
we love you SALAH <3",49,4.2,2.2,17,en,132,love,69,69,0.908739209
2913,5707,8430,8430,Ki bhai!!group photo bade kono pic ee nai amader!! 😖,49,4.2,2.2,17,en,52,joy,69,69,0.495512307
2914,5709,8432,8432,"Just before THE Posh Batch Dinner 

#EEE_15

creds: Shadman Alvy <3",49,4.2,2.2,17,en,67,anger,69,69,0.591722608
2915,5711,8434,8434,"একঝাঁক ভালবাসা! <3

Special thanks to Faridul Islam Pranto  ^_^",49,4.2,2.2,17,en,63,joy,69,69,0.995514214
2916,5712,8435,8435,"One of the things i like to have in CHITTAGONG 💜
#falooda 💜💜",49,4.2,2.2,17,en,60,joy,69,69,0.747328103
2917,5713,8436,8436,"University life,hall life,nijer life hok ba poralikha hok ba jekono dhoroner problem hok,this man has always been there to my rescue..
 We call him 911,bhai,SIR or Mr.Perfect or whatever..he is a very special one...
He is none other than my MOIN BHAI <3 <3 <3
HAPPY BIRTHDAY <3 <3 <3",49,4.2,2.2,17,en,283,joy,69,69,0.998637855
2918,5714,8437,8437,"☺☺☺
creds : Majro <3",49,4.2,2.2,17,en,20,joy,69,69,0.435433537
2919,5717,8441,8441,"Where are they???
game is on jara disilo....
nijer mukhe shera hole emon ee hoy .....",49,4.2,2.2,17,en,85,anger,69,69,0.56129998
2920,5720,8444,8444,"Group F....
the fucking group of death...
2018 er final e either 98 er repeat hbe or 2014 er.......",49,4.2,2.2,17,en,99,anger,69,69,0.986249566
2921,5721,8445,8445,"Sophomore?
Well, not anymore :3

#WeAreEEE15
#Sophomore2017
#Junior2018",49,4.2,2.2,17,en,71,joy,69,69,0.886775792
2922,5722,8446,8446,"I love you boss.... <3
and i miss you also... <3
and happy birthday dada...
Pic ta baje i know bt tor shathe r kono pic nai...
stay happy,stay safe...
 lots of <3 <3 <3",49,4.2,2.2,17,en,168,joy,69,69,0.998647392
2923,5724,8449,8449,"At 3 pm- CTG
at 7.30 pm-jatrabari.(270 km in 4.30 hrs only )
at 11 pm - still in tongi(30 km in 3.30 hrs ""only"")",49,4.2,2.2,17,en,112,fear,69,69,0.830535531
2924,5725,8451,8451,"Oka...see you next time cox.....
Had a great tour indeed....
NB:image quality is way worse than the BUS...",49,4.2,2.2,17,en,106,joy,69,69,0.945144355
2925,5729,8455,8455,"2nd year of Engineering done...
50% more to go...",49,4.2,2.2,17,en,49,joy,69,69,0.838799
2926,5730,8456,8456,"Hi bondhu.....
Happy birthday...
stay blessed...you are one of the best gifts that GOD  has given me.... <3 <3 <3",49,4.2,2.2,17,en,113,joy,69,69,0.593910635
2927,5731,8458,8458,"As Atique Ishmam bhai said,
""Weather demands"" <3 <3 <3
our mighty Leon Rahman is a very good chef indeed....  :D
Bacchara onek help korse!!!! :p",49,4.2,2.2,17,en,144,joy,69,69,0.997482359
2928,5732,8459,8459,"Eibar runners up to kisse???
next bar champ hobo ne.....
Badminton and Carrom tournament....",49,4.2,2.2,17,en,92,joy,69,69,0.76786983
2929,5734,8461,8461,With the Boss <3,49,4.2,2.2,17,en,16,anger,69,69,0.637517393
2930,5735,8462,8462,"Finally after 12 hrs journey..!!
CTG is <3",49,4.2,2.2,17,en,42,joy,69,69,0.884645939
2931,5736,8463,8463,"hope everyone will  like it.....
Iut life in short....
#freshers_2k17
#EEE16_cheta.",49,4.2,2.2,17,en,83,joy,69,69,0.988807321
2932,5737,8464,8464,"Sweet revenge <3
great comeback as well",49,4.2,2.2,17,en,39,joy,69,69,0.99504447
2933,5738,8465,8465,"Hi udvashian doctor.....
and also hi cuetian engi.......
<3",49,4.2,2.2,17,en,59,anger,69,69,0.457905084
2934,5739,8466,8466,"Hi udvashian doctor.....
and also hi cuetian engi.......
<3",49,4.2,2.2,17,en,59,anger,69,69,0.457905084
2935,5742,8469,8469,After continuos  পেরা  of two months given by IUT... ব্রলোক's are back in form with biddhosto faces.....,49,4.2,2.2,17,en,104,joy,69,69,0.70658499
2936,5744,8472,8472,"Congo RMA.......
chance kom paise rma...bt ja paise shob bhorse....
time lagbe FCB er onek.....
Cr7 is a gem indeed....",49,4.2,2.2,17,en,119,joy,69,69,0.962636054
2937,5745,8473,8473,Thanks Shadman Alvy for this one.....,49,4.2,2.2,17,en,37,joy,69,69,0.986207366
2938,5746,8474,8474,"Thanks to all who wished me...
specially those lovely juniors <3 ....
Was not an amazing one btw IUTians made it special.....
Alhamdulillah !!",49,4.2,2.2,17,en,142,love,69,69,0.857101977
2939,5747,8475,8475,It actually happens,49,4.2,2.2,17,en,19,joy,69,69,0.862334788
2940,5748,8478,8478,"It was hell of a weekend.....
ki chilona...!!
met many of my lovely frnds,family frnds and uncle -aunt as well.....
Abbu'r room mate ,best friend  ibrahim uncle,mashuk uncle  his wife  ...all were so nice....
my collegiate friend,shamsuddin er chatgaiya friend ,Sustian friend,my sister and most importantly,my <3 ....Tashfique Hasnine Choudhury,tor hospitality was more than i expected...btw mara kha...
will miss you all
no pic with her 
Abar ashbo fire.....
#back_to_Red_Heaven",49,4.2,2.2,17,en,480,love,69,69,0.994804919
2941,5756,8486,8486,"Post iftar party chill .....
Zahid Anwar bhai thanks for this one ...
didn't miss you Shahidullah Kaiser Dipu bhai.....",49,4.2,2.2,17,en,119,joy,69,69,0.965151548
2942,5758,8488,8488,"#roomies <3
#ESONANCE_loading_again !!!",49,4.2,2.2,17,en,39,joy,69,69,0.680173755
2943,5759,8490,8490,"Iftar with my family.....
Chittagong Doctors Club Association ......",49,4.2,2.2,17,en,68,joy,69,69,0.584479511
2944,5760,8491,8491,"We are the champion of the champions !!!!
<3 <3",49,4.2,2.2,17,en,47,joy,69,69,0.824182272
2945,5761,8492,8492,"And team Pakistan,the champion of the Champions Trophy...
such one sided tournament for pakistan it was!!
and maybe sehwag told it right....
fathers day te father vs son er match ee chilo !!!",49,4.2,2.2,17,en,191,anger,69,69,0.977943182
2946,5762,8493,8493,Loving pakistan once again after years....,49,4.2,2.2,17,en,42,love,69,69,0.995332539
2947,5763,8494,8494,"Nothing to say...
 
#Chittagong_College
#Sec_A
#Roll_135
#Whatever_the_challenge_is_we_do_meet_it
#কাজিন_ইস_লাভ <3",49,4.2,2.2,17,en,114,joy,69,69,0.917349875
2948,5766,8499,8499,Here is my brother Tamim Iqbal for you cricket world.....,49,4.2,2.2,17,en,57,joy,69,69,0.865124583
2949,5768,8501,8501,"Official  5 diner bishal chuti Eid Ul Fitr upollokkhe....
#masti_hoppe",49,4.2,2.2,17,en,70,anger,69,69,0.568419099
2951,5772,8506,8506,InDEed !!!,49,4.2,2.2,17,en,10,joy,69,69,0.510587692
2952,5775,8509,8509,"Love you...
And sorry....",49,4.2,2.2,17,en,25,sadness,69,69,0.990780771
2953,5776,8510,8510,"Anas Mahmood bro dui ghonta aage amar shathe Takeout uttara te chila....
r ekhn ctg te nijer bashay....
#borolok_fact",49,4.2,2.2,17,en,117,joy,69,69,0.555657148
2954,5777,8511,8511,"Thanks for everything ....
You guyz are amazing....",49,4.2,2.2,17,en,51,surprise,69,69,0.522485495
2955,5778,8512,8512,Only Siege is real,49,4.2,2.2,17,en,18,anger,69,69,0.729567468
2956,5779,8513,8513,Lionel fucking messi fucked the motherfuckers fucking badly...,49,4.2,2.2,17,en,62,anger,69,69,0.997263432
2957,5781,8515,8515,"Well...bayern real er cheye semi final  kono ongshe kom deserve korena...
just bad luck ar good luck jar jar shathe chilo r ki....
Bayern,the most unlucky team of ucl 16-17...
for me ,marcelo was the best tonight...",49,4.2,2.2,17,en,215,sadness,69,69,0.721324861
2958,5782,8516,8516,"Ekebare jaler bhetor giyeo darano jeto eto kshto kre left footed shoot ta newa lagtona..
#bad_luck_continues_for_Bayern",49,4.2,2.2,17,en,119,anger,69,69,0.438636899
2959,5783,8517,8517,Bad luck for buyern munchen......,49,4.2,2.2,17,en,33,joy,69,69,0.45506677
2960,5787,8521,8521,Pictures don't do justice to the memories made.,58,3.3,2.2,23,en,47,joy,70,70,0.903504848
2961,5788,8522,8522,#RoadToDiamond #CSBD #R6S,58,3.3,2.2,23,en,25,joy,70,70,0.496323168
2962,5789,8529,8529,cock,58,3.3,2.2,23,en,4,anger,70,70,0.935778618
2963,5791,8561,8561,still waiting for the download link,58,3.3,2.2,23,en,35,anger,70,70,0.397815228
2964,5794,8642,8642,march 14 of 2022 at 14 years old? i am already 15!,58,3.3,2.2,23,en,50,anger,70,70,0.460801065
2965,5797,8672,8672,"Oh, uh, I have a parasite in me. Yeah. Good night, Mrs. Chen. 😂

Tom Hardy is just awesome ! #Venom",55,3.4,1.7,21,en,99,joy,71,71,0.996824265
2966,5799,8676,8676,Heil to Turkish cinematography !,55,3.4,1.7,21,en,32,anger,71,71,0.441392541
2967,5800,8677,8677,"Come on India , enjoy the Hong Kong thrust baby ! :-P :-P",55,3.4,1.7,21,en,57,joy,71,71,0.927908361
2968,5801,8679,8679,"Great time spent with our beloved brothers Sadat vai and Tamjid vai ! Vai er shathe ekshathe khawa ta hoilo na , missed you brother ❤",55,3.4,1.7,21,en,133,sadness,71,71,0.997339904
2969,5802,8680,8680,We're proud of you ❤,55,3.4,1.7,21,en,20,joy,71,71,0.997776806
2970,5803,8682,8682,Khanapina overloaded :) :),55,3.4,1.7,21,en,26,fear,71,71,0.585104764
2971,5805,8685,8685,Frying inside the bus for past 3 hours ! Very comfortable in a day like this 😭,55,3.4,1.7,21,en,78,joy,71,71,0.997622311
2972,5806,8686,8686,Worst possible scenario for Germany -_-,55,3.4,1.7,21,en,39,sadness,71,71,0.339852214
2973,5807,8687,8687,Kroos !! That was magical ❤❤❤,55,3.4,1.7,21,en,29,joy,71,71,0.996949613
2974,5808,8688,8688,Will Triumph ! ❤️,55,3.4,1.7,21,en,17,joy,71,71,0.986880302
2975,5810,8690,8690,At least Caballero is thanking Croatia now ! 😃,55,3.4,1.7,21,en,46,joy,71,71,0.95693785
2976,5811,8691,8691,Unable to improvise the defense and terribly slow buildup cost Germany the match. Definitely need more than indefinite aimless crossing all the time ! 😑😑,55,3.4,1.7,21,en,153,fear,71,71,0.472734034
2977,5812,8692,8692,"It was just fantastic ! 
Great start CR7 ! ❤",55,3.4,1.7,21,en,44,joy,71,71,0.998004138
2978,5813,8693,8693,"Joy , garir vitore ..... Astagfirullah !",55,3.4,1.7,21,en,40,joy,71,71,0.985482335
2979,5815,8695,8695,Just chilling . Vuriman gone after ashol kaj 😂,55,3.4,1.7,21,en,46,joy,71,71,0.428533733
2980,5816,8696,8696,Fun continues with unlimited pizzas ! 😎😎,55,3.4,1.7,21,en,40,joy,71,71,0.994275033
2981,5817,8697,8697,"Nothing is enough for Kayes . But still, it's worth a try 😋",55,3.4,1.7,21,en,59,joy,71,71,0.99177891
2982,5818,8698,8698,All good things must come to an end. Last lab with our beloved Sir ❤,55,3.4,1.7,21,en,68,joy,71,71,0.818303645
2983,5819,8699,8699,Look how desperate Titus O'Neil is to meet the Undertaker ! :-P :-P,55,3.4,1.7,21,en,67,fear,71,71,0.97244817
2984,5820,8700,8700,Evil smile of the Computer engineer implies that she's gonna eat :-P :-P,55,3.4,1.7,21,en,72,anger,71,71,0.991556406
2985,5821,8701,8701,Starting the BLAST !! 😎😎😎,55,3.4,1.7,21,en,25,anger,71,71,0.641644239
2986,5822,8702,8702,"Waiting for the thrill 😎
P.C: Muhibul Azim",55,3.4,1.7,21,en,42,joy,71,71,0.979500175
2987,5825,8707,8707,Trip is on 😎,55,3.4,1.7,21,en,12,joy,71,71,0.630243719
2988,5826,8708,8708,"After ages,  I am back to my roots",55,3.4,1.7,21,en,34,joy,71,71,0.87418288
2989,5831,8714,8714,Hell Yeah !,55,3.4,1.7,21,en,11,anger,71,71,0.501370132
2990,5833,8716,8716,IUTDS Freshers ❤❤,55,3.4,1.7,21,en,17,joy,71,71,0.566729248
2991,5836,8722,8722,"Relying on The Dark Knight ❤

#30 #MAHMUDULLAHRIYAD",55,3.4,1.7,21,en,51,fear,71,71,0.32950446
2992,5837,8724,8724,#NotOurVC,55,3.4,1.7,21,en,9,joy,71,71,0.535068393
2993,5840,8728,8728,"Hayre Bangladesh Airlines  -_- 
Ekhon dekhtesi flight delay er cheye Bangladesh Railway er Train delay aro onk time efficient ! 😂",55,3.4,1.7,21,en,129,joy,71,71,0.974472344
2994,5843,8732,8732,Winter Party !! BBQ !! 😎😎 In Naser Mamar Basha!!   Just Awesome :-),55,3.4,1.7,21,en,67,joy,71,71,0.995382845
2995,5844,8733,8733,"World record ki hobe ? :-P :-P 

#INDvsSL",55,3.4,1.7,21,en,41,fear,71,71,0.619632721
2996,5846,8736,8736,Special thanks from me to Sledgehammer Games :-) 😈 waiting ........,55,3.4,1.7,21,en,67,joy,71,71,0.891941309
2997,5852,8742,8742,"Admission test mission er ekebare last e aisha porlam . engineering coaching kore asha rakhsilam valo kichu hobe . Bangladesher jekono public varsity te valo subject e porar icchatao pashapashi chilo. Engineering university'r pashapashi tai besh koyta public varsity teo exam dilam.Engineering valo kothau to hoilo na. Allah vagye ja rakhsen tai hoise ..... nstu , cu, bsmrau, sust(position valo na) , kuet (waiting) . Allah dile ekta jaygay porbo Inshallah. dua raikhen",55,3.4,1.7,21,en,470,joy,71,71,0.594526887
2998,5856,8748,8748,Cricket iz a bery funny game 😂😂😂,55,3.4,1.7,21,en,32,surprise,71,71,0.82723403
2999,5859,8751,8751,"What a relief !! Shanti kare koy ..... onekdin por pran voira shanti pailam :-) :-) 

❤ Bangladesh Cricket",55,3.4,1.7,21,en,106,joy,71,71,0.907416403
3000,5862,8754,8754,Hats Off Tamim and Shakib !! 👍 👏,55,3.4,1.7,21,en,32,anger,71,71,0.801178515
3001,5864,8756,8756,100th Test er Spirit shobshomoy ashbe na !! But amra always jetar jonno capable..... March forward tigers !! It's time to prove it ✌✌,55,3.4,1.7,21,en,133,joy,71,71,0.994971633
