,index,Unnamed: 0,posts,Mach,LSRP12,LSRP2,NRSM,languages
4978,7388,7388,"We are Shaheen...💜💜💜
And you know what??
Our teachers are our main inspiration😇",54.0,0.0625,0.1,8.0,en
4981,7391,7391,"Happy Birthday, CR 😊😊😊
Have a blast and keep taking lots of pressure🤗
idaning beshi phone e kotha boltesish🤔🤔
dekha lagbe bishoyta🙄",54.0,0.0625,0.1,8.0,en
4982,7392,7392,"Happy Birthday, golumolu..
Treat ta koi ditesish janay de, khali treat er somoy amar vag o khais na.. tailei hobe 😁
Anyway,,, many many happy return of the day☺️
Note: avoid picture quality 😑",54.0,0.0625,0.1,8.0,en
4983,7393,7393,"Coming soon......
#Mecceleration2018",54.0,0.0625,0.1,8.0,en
4985,7395,7395,"A sigh of relief for....
Luka Modric😊",54.0,0.0625,0.1,8.0,en
4987,7397,7397,"Well played, Argentina..💜💜
But, must admit that Griezmann was the best defender today😒",54.0,0.0625,0.1,8.0,en
4989,7399,7399,Best of luck Argentina 🙄😁😶,54.0,0.0625,0.1,8.0,en
4992,7402,7402,"... :-)
What A GOAL LM10...😲😲
Oops, wrong LM10😃",54.0,0.0625,0.1,8.0,en
4994,7404,7404,"💜💜💜
He indeed is a living legend..
But, he needs support just like Aguero.
But, he already gained tons of pressure!!
Best of luck, legend
#LM10",54.0,0.0625,0.1,8.0,en
4995,7405,7405,"And they say,,,
Messi is their savior
😁",54.0,0.0625,0.1,8.0,en
4996,7406,7406,"My two lifeline..
Thanks to both of them for making my college life awesome💜💜💜
পাম তো অনেক দিলাম, ডাক্তার হয়ে ফ্রি ট্রিটমেন্ট দিস😁",54.0,0.0625,0.1,8.0,en
4997,7407,7407,"#iftar_party
#people_close_to_heart
#bafss",54.0,0.0625,0.1,8.0,en
4999,7409,7409,"World cup preparation begins...
#jersey:
check✌✌
thank you Ratul bhaiya😊",54.0,0.0625,0.1,8.0,en
5000,7410,7410,"jak vai, ar kono 1 run er hotasha na...😅
Good job bd women😃
#winners_asia_cup",54.0,0.0625,0.1,8.0,en
5001,7411,7411,"my city, my pride💜💜💜
please watch the video, it won't disappoint you 😃
#amra_moulvibazari",54.0,0.0625,0.1,8.0,en
5002,7412,7412,"finally finished 1-1😃..
the tale of shaker bora and bhuri bhuri bash ends for a while😍😍
12.5% done alhamdulillah..
#mce_17
#য_রা_প্র_১৭",54.0,0.0625,0.1,8.0,en
5004,7414,7414,"Great work Sergio Ramos..
You just injured the hand of entire egypt👏👏👏 :-)
#get_well_soon_Salah",54.0,0.0625,0.1,8.0,en
5007,7417,7417,"well,, now she is a lecturer😲.
#gappi, look how time runs!!!",54.0,0.0625,0.1,8.0,en
5008,7418,7418,"Happy Birthday to the most caring and dashing sister in my world😊... 
Always keep this cute smile in your face and also try to lessen your activities of pinching me😒..
Treat ta ami e niye nibo, tension nio na😉",54.0,0.0625,0.1,8.0,en
5009,7419,7419,"two persons who changed my college life hell to heaven... Today is the day one of them were born😍.. 
Happy Bithday to the dhobol rogi😉
May Allah bless you with ""SUN""😷😷😷",54.0,0.0625,0.1,8.0,en
5010,7420,7420,"A good evening spent💜💜💜
Thanks to Abid Md Fahim vai...😊",54.0,0.0625,0.1,8.0,en
5012,7422,7422,Best of luck brothers..,54.0,0.0625,0.1,8.0,en
5016,7426,7426,"#MCE_DAYOUT_2018
Extremely sorry to Nuhash as we couldn't perform as expected.
But, I think it was not so bad as well 😛
#GOT_SET_WET
Video korechen,, MCE'17 er RICH KID Salim Sadman Bishal bhaiya.. apnar s8+ diye amader video korar jonne oshesh dhonnobad bhaijan...",54.0,0.0625,0.1,8.0,en
5025,7435,7435,best sister in the world for me😊😍,54.0,0.0625,0.1,8.0,en
5033,7443,7443,"Happy Birthday, dulavai😁😁..
You are my mentor and supporter in every sphere of life. I am indebted to you beyond repayment and I wish you the very best on this special day.
Always remain as one of my greatest well wisher and also be happy😊😊",54.0,0.0625,0.1,8.0,en
5035,7445,7445,Not bad at all...😃,54.0,0.0625,0.1,8.0,en
5037,7447,7447,"We also are the members of BAF SS BATCH'17.
But we can arrange tour and we don't quit after arranging and planning 😃
#Yes_we_exist😊😊😊",54.0,0.0625,0.1,8.0,en
5041,7451,7451,"Anywhere, wherever...
Apart but still together...
I know I’m not alone...
#buddyz_together",54.0,0.0625,0.1,8.0,en
5042,7452,7452,"#iut_campus
thanks to Fayaz Shilpo vaiya for some awesome clicks,,, still its beauty can't be described just in these photographs.
#dream_comes_true",54.0,0.0625,0.1,8.0,en
5043,7453,7453,"Thank you gappi and dulavai😍😍😍
One of the best gifts I've ever got!!!
(আশা করি বেশি বেশি এরকম গিফট পাব😁😁)",54.0,0.0625,0.1,8.0,en
5044,7454,7454,I really am very very tired just watching this!!😰😰😰,54.0,0.0625,0.1,8.0,en
5045,7456,7456,"****** *********
(find it😜)",54.0,0.0625,0.1,8.0,en
5046,7457,7457,ruining perfect things😒😒😞,54.0,0.0625,0.1,8.0,en
5048,7459,7459,"#IUT_campus
given my choices and preferences,,,, can't wait to join this beauty..😍😍😍",54.0,0.0625,0.1,8.0,en
5049,7460,7460,"IUT merit position 363...
Going to be an IUTian
ALHAMDULILLAH",54.0,0.0625,0.1,8.0,en
5053,7464,7464,"after a long time,,,, a short visit in Shamshernagar... thanks to all of you guys for making the day special
(#yeahia তোর সাথে ছবি তোলার কথা ভুলে গেছি😷😷,, next time InshaAllah)",54.0,0.0625,0.1,8.0,en
5059,7471,7471,"Congratulations, Md Yeahia Siddik
you've made your roommate proud 😁😁",54.0,0.0625,0.1,8.0,en
5068,7480,7480,"thanks to Soumya, Sabbir and Kayes. Marvelous start!!!",54.0,0.0625,0.1,8.0,en
5071,7483,7483,"Farewell to 14
<3 :(",41.0,0.0625,0.1,11.0,en
5072,7484,7484,Last year's robo riot *_* *_* *_*,41.0,0.0625,0.1,11.0,en
5074,7486,7486,"Come witness and be a part of Mecceleration history as the ultimate showdown unfolds on the 17th of October! (*Updated Event Date*)
Once again, Dept. of MCE, IUT brings you this largest mechanical festival to prove your potential, skills and worth.A staggering prize money of 287k is up for grabs, so what are you waiting for?
Registration is already well underway and it is absolutely buzzing! Visit our website and sign up NOW!

Crank your brains | Shift your ideas | Accelerate your aptitude
Location: Islamic University of Technology, Board Bazar, Gazipur.
Event : https://www.facebook.com/events/237087476963999/
Official Website : www.mecceleration.com",41.0,0.0625,0.1,11.0,en
5075,7487,7487,"Success is how you see it
Tiny ball in cup vs spreading kingdom :v",41.0,0.0625,0.1,11.0,en
5077,7490,7490,Why shouldn't we be proud!,41.0,0.0625,0.1,11.0,en
5078,7492,7492,"All those make up kora days
Color-tao mile gese. Green file :v",41.0,0.0625,0.1,11.0,en
5079,7493,7493,It's too early :(,41.0,0.0625,0.1,11.0,en
5080,7494,7494,Such sportsmanship,41.0,0.0625,0.1,11.0,en
5081,7495,7495,"19•09•18
Credit: Bishal",41.0,0.0625,0.1,11.0,en
5084,7498,7498,The most exciting one!!!,41.0,0.0625,0.1,11.0,en
5086,7500,7500,This man can change lives. Our great Reza sir <3 <3,41.0,0.0625,0.1,11.0,en
5088,7503,7503,"My precious
Chad rat vibes <3  *_*",41.0,0.0625,0.1,11.0,en
5089,7504,7504,"জ্বলছে *_*
#Witness_the_Renaissance",41.0,0.0625,0.1,11.0,en
5092,7507,7507,"Call for articles
#Mecceleration2018
#IUTMCE",41.0,0.0625,0.1,11.0,en
5094,7512,7512,"if you're aiming for IUT, this can be a good help",41.0,0.0625,0.1,11.0,en
5095,7513,7513,"""You better be sure before you leave me for another one""",41.0,0.0625,0.1,11.0,en
5096,7514,7514,"Met with this friend after a long long time <3 <3 
Feels like centuries have have passed!
And yes, credits goes to facebook :3",41.0,0.0625,0.1,11.0,en
5101,7520,7520,Soothing,41.0,0.0625,0.1,11.0,en
5102,7522,7522,:o,41.0,0.0625,0.1,11.0,en
5103,7525,7525,"Brothers got killed, sisters got raped, injured, rubber bullets tear shells everywhere, and after one night you started making memes, started a new trend?
Just wow 👏👏",41.0,0.0625,0.1,11.0,en
5104,7526,7526,"“ After everything that in the last 9 days, please have some respect for the protesters and obey by the traffic rules. Don't start bribing the traffic police AGAIN. Don't let your rickshawpuller go through the wrong road AGAIN. Don't get on the bus apart from a bus stop AGAIN. Ask and urge your chauffeurs to follow proper lanes. And PLEASE dont say ""ek jon korle hobena"". The least we can do is change ourselves for the sake of those who are literally HOSPITALIZED because of asking for THIS change. “

(Collected)",41.0,0.0625,0.1,11.0,en
5105,7527,7527,"Not a proud Bangladeshi
#ashamed",41.0,0.0625,0.1,11.0,en
5107,7530,7530,for the juniors out there,41.0,0.0625,0.1,11.0,en
5109,7532,7532,Collected,41.0,0.0625,0.1,11.0,en
5112,7536,7536,"Treat chabona :p
Just be my friend, forever and always.
Bhai tui amazing
*emotional much* :3",41.0,0.0625,0.1,11.0,en
5113,7537,7537,"It's happening!!!

Mecceleration is back!

#mecceleration_2018",41.0,0.0625,0.1,11.0,en
5114,7541,7541,"Wanna be a part of this amazing family?
Get yourself admitted to Tesla for unlocking your door to IUT Tesla family.",41.0,0.0625,0.1,11.0,en
5115,7542,7542,"Had a nice evening <3 <3
Iftekhar bhai Sufi bhai-er treat *_*
Abar hobe In-Sha-Allah :D",41.0,0.0625,0.1,11.0,en
5116,7543,7543,"""When everything's made to be broken,
I just want you to know who I am""",41.0,0.0625,0.1,11.0,en
5118,7545,7545,"Kroos you beauty
 ""It is a classic German style. And now, he can smile""

🇩🇪
#Die_Mannschaft
#worldcup2018",41.0,0.0625,0.1,11.0,en
5119,7546,7546,Iceland 💥💥,41.0,0.0625,0.1,11.0,en
5121,7548,7548,Shera *_*,41.0,0.0625,0.1,11.0,en
5122,7549,7549,"Had a great time with them bros <3 <3
Group-13 Iftar
#group13
#NDC17",41.0,0.0625,0.1,11.0,en
5125,7553,7553,Packet dudh and hamus,41.0,0.0625,0.1,11.0,en
5127,7555,7555,Help me to rectify :p,41.0,0.0625,0.1,11.0,en
5128,7556,7556,When can i join a crowd like this <3 <3,41.0,0.0625,0.1,11.0,en
5130,7558,7558,"1 20  _ _  _ _ _
 Boys, there you go",41.0,0.0625,0.1,11.0,en
5131,7559,7559,"Thanks Arnab bhai, Jamy bhai, Abid bhai for this grand treat :D
(In-Sha-Allah abar hobe 😇 )",41.0,0.0625,0.1,11.0,en
5132,7560,7560,Can't find a VIRGIN these days :/,41.0,0.0625,0.1,11.0,en
5133,7561,7561,Where them boys at :'),41.0,0.0625,0.1,11.0,en
5139,7570,7570,"Khub shundor kore birthday hide kore rekhe diso. Abar timeline-e post off kore rekhe diso.
 Happy birthday Dewan
Ajke goriber ovinoy koirona. Treat ta diye dio",41.0,0.0625,0.1,11.0,en
5143,7575,7575,"-Bro, Bangladesh has become a developing country
-This is so cool bro!! Let's gridlock the city
 :) :)",41.0,0.0625,0.1,11.0,en
5145,7579,7579,Men will be boys,41.0,0.0625,0.1,11.0,en
5146,7580,7580,Photo credit: Khaledun Newaz Shefat,41.0,0.0625,0.1,11.0,en
5147,7581,7581,"You know what's your fault child?
-you were born in wrong time, in wrong place",41.0,0.0625,0.1,11.0,en
5148,7583,7583,The composition *_* ♥♥,41.0,0.0625,0.1,11.0,en
5149,7585,7585,"And it's Victory by 14days!
 IUT is saved from him",41.0,0.0625,0.1,11.0,en
5150,7586,7586,Credit: Zuhayr Rasul,41.0,0.0625,0.1,11.0,en
5151,7589,7589,Want to become rich? Ministry-te peon hoye jao,41.0,0.0625,0.1,11.0,en
5153,7591,7591,"This 1.5years of our college life was full of pain. Morning classes, evening labs, evening classes, morning labs, unavoidable quizes, keeping 85% above attendance. Those were not easy. We were just relieved after our Sent up-II was over. Relieved because we were free from the schedule shackle. But now, after everything's over we're missing them. Those evening labs, common room-er adda, 5talar baranda, lab-er aage adda dite dite rough sheet likha, tension niye physics lab-er rough-e sign naowa and most of all The Transparent Bag, we're missing them. HOW CAN WE NOT MISS NOTRE DAME? :')
 A big thanks to the boy who made this video",41.0,0.0625,0.1,11.0,en
5154,7592,7592,"“In this campus no one is Bangladeshi student, or Afghan student, or Pakistani student, or Nigerian student. From now onward all of you are OIC student” 

#orientation",41.0,0.0625,0.1,11.0,en
5155,7593,7593,"""Whoever saves one life, saves the world entire""",41.0,0.0625,0.1,11.0,en
5157,7595,7595,"""I fit in the red dress, Harry. It's a reason to smile. I'm somebody now. I get the best chair out there.""",41.0,0.0625,0.1,11.0,en
5158,7597,7597,Credit: Zuhayr Rasul,41.0,0.0625,0.1,11.0,en
5160,7599,7599,"in case if you're preparing for 2nd time 
https://www.facebook.com/teslaiut/photos/a.1784670281846321.1073741827.1784007075245975/1874195279560487/?type=3&theater",41.0,0.0625,0.1,11.0,en
5161,7600,7600,morning freshness,41.0,0.0625,0.1,11.0,en
5162,7601,7601,"So finally, IUT it is!! <3 <3
Alhamdulillah
I used to dream about the Red Heaven, and now it's gonna be real :')

#IUT
#MCE",41.0,0.0625,0.1,11.0,en
5163,7602,7602,"I don't have homesickness.
 It's hometownsickness :3",41.0,0.0625,0.1,11.0,en
5164,7604,7604,back to gazipur!!!,41.0,0.0625,0.1,11.0,en
5165,7605,7605,Straight ON POINT!,41.0,0.0625,0.1,11.0,en
5167,7607,7607,"Now, this will be fun!!",41.0,0.0625,0.1,11.0,en
5168,7608,7608,"Love the shirt's colour 😛 
 Those days :')",41.0,0.0625,0.1,11.0,en
5169,7609,7609,"boy, tell me what's the best feeling in the whole universe.
 -man, when you see your mom and dad are proud of you, and smiling.",41.0,0.0625,0.1,11.0,en
5171,7611,7611,Photo credit: Fahimm Utsha,41.0,0.0625,0.1,11.0,en
5174,7618,7618,"8 years of friendship! 
You're one of my closest friends. You're a good guy also a humble one. Always there in the time of need. Hope this journey never ends.

Happy birthday Zidan. Stay blessed",41.0,0.0625,0.1,11.0,en
5177,7621,7621,Cousin love,41.0,0.0625,0.1,11.0,en
5178,7622,7622,Brothers,41.0,0.0625,0.1,11.0,en
5179,7624,7624,"July 1, 2015 to May 30, 2017.
 #11713100
“once a Notredamian always a Notredamian”",41.0,0.0625,0.1,11.0,en
5180,7625,7625,Photo credit: Tajwar Mohammed Al-Amin,41.0,0.0625,0.1,11.0,en
5182,7627,7627,"College life is tough, NDC is tougher. So if you think that ""college life = chill life"" then NDC is not for you. 
 If you are absent in quiz, you'll get 0. If you're absent in lab classes, YOU'll have to do the make up classes. If your attendance is <85% তোমাকেই ঘাস কাটতে হবে। The point is YOU have to suffer the consequences. ফাইন দিয়ে বেঁচে যাওয়ার উপায় নাই। 
 But tomar jodi porar iccha thake then it's the best place. You'll get teachers, you'll get environment. Bhai Reza sir-er moto teacher shob jaygay pabana. 
If you are a wicked boy but you wish to change then NDC is a perfect place. Tumi 2017-er July-te badass hoye college-e dhukba, 2018-er November-e ekta ideal manush hoye ber hoba. 

",41.0,0.0625,0.1,11.0,en
5184,7629,7629,"Found this really cool. So, if you're into books, I am looking for people to participate in a large scale book exchange program. You could be anywhere in the world. All you have to do is buy your favorite book (just one ) and send it to a stranger. (I'll send their details in private message). You will receive around 36 books back (for your personal collection) to keep. They will be favorite books from strangers around the world which I is pretty cool. If you are interested in taking part, please comment below and I will send you all the details. Please don't ""like"", you need to state it clearly in comments that you are ""IN""
Happy Reading
#Booklovers  #FreeBooksHello",41.0,0.0625,0.1,11.0,en
5186,7631,7631,following the trend,41.0,0.0625,0.1,11.0,en
5189,7634,7634,#MeccelerationEbar17October,44.0,0.0625,0.1,21.0,en
5191,7637,7637,"Come witness and be a part of Mecceleration history as the ultimate showdown unfolds on the 17th of October! (*Updated Event Date*)
Once again, Dept. of MCE, IUT brings you this largest mechanical festival to prove your potential, skills and worth.A staggering prize money of 287k is up for grabs, so what are you waiting for?
Registration is already well underway and it is absolutely buzzing! Visit our website and sign up NOW!

Crank your brains | Shift your ideas | Accelerate your aptitude
Location: Islamic University of Technology, Board Bazar, Gazipur.
Event : https://www.facebook.com/events/237087476963999/
Official Website : www.mecceleration.com",44.0,0.0625,0.1,21.0,en
5192,7638,7638,Sadly I can't remember the last time I sketched something :/,44.0,0.0625,0.1,21.0,en
5193,7639,7639,"Date Updated!
#Mecceleration2018",44.0,0.0625,0.1,21.0,en
5196,7642,7642,Amazing music video from CEE'16 :D,44.0,0.0625,0.1,21.0,en
5197,7644,7644,"One of the videos from our freshers :D
It surely was one of the best.
A perfect portrayal of the struggles of non-residential students.

Do give it a watch!",44.0,0.0625,0.1,21.0,en
5198,7645,7645,"What a day!
Have been postering DU and BUET campus with Ankit, Mahir bhai, Yasin bhai, নাজিব bhai and Emon bhai all day :D
The hype is ON!

#Mecceleration2018",44.0,0.0625,0.1,21.0,en
5199,7646,7646,"Thank you, MCE'16 :D
Shout out to the best seniors!
Freshers <3",44.0,0.0625,0.1,21.0,en
5200,7647,7647,"We call ourselves MCE 17💟
Plz tag yourself if not tagged already 💝",44.0,0.0625,0.1,21.0,en
5201,7649,7649,"This is going to be amazing!
October 5
#Mecceleration2018",44.0,0.0625,0.1,21.0,en
5202,7650,7650,"These are so relatable that I can picture the beginning of my journey here in one fell swoop. So many memories, and a roller coaster of emotions. :')
Hats Off <3

#HobeKi?",44.0,0.0625,0.1,21.0,en
5203,7651,7651,"After all, going for Mechanical Engineering was not a bad decision.",44.0,0.0625,0.1,21.0,en
5204,7652,7652,Registration is open! :D,44.0,0.0625,0.1,21.0,en
5205,7653,7653,"If you can't make broth without wrecking half the kitchen, in which right do you call yourself a chef?

P.S.: Things are not as they appear to be.",44.0,0.0625,0.1,21.0,en
5206,7654,7654,IUT Mars Rover,44.0,0.0625,0.1,21.0,en
5207,7655,7655,Didn't we decide on getting married after hitting 1 million? <3,44.0,0.0625,0.1,21.0,en
5208,7656,7656,Cousins <3,44.0,0.0625,0.1,21.0,en
5211,7661,7661,"For the juniors who are willing to take the admission test, application for admission in IUT has started. The exam is on September 29.
Visit http://admission.iutoic-dhaka.edu/ for details.",44.0,0.0625,0.1,21.0,en
5212,7662,7662,"""Challenging Time"" from back when it was not a trend 😂",44.0,0.0625,0.1,21.0,en
5214,7665,7665,#BoycottEveryLEAGUE,44.0,0.0625,0.1,21.0,en
5215,7666,7666,"Members of the government based student league have raped and killed protesters near Jigatola, Dhanmondi, Dhaka!

According to the source of information, 4 girls have been badly molested and raped afterwards, and 4 protesters have been killed, almost 40 girls are kidnapped by the police with the help of the government based student league (Chaatroleague) by open firing on the protesters. A student of only class five has been found dead on the spot!

We, the citizens of the country, urge the entire world and the UN to take rapid steps against this genocide and these fascist activities done by the ruling party. Human rights are massively violated and we, as human beings, are in danger of losing our lives in this current circumstances. THEY ARE OPENLY KILLING, RAPING, SLAYING KIDS!! HELP US!!!

#BBC #CNN #Aljazeera #GoogleNews #NewYorkTimes #Buzzfeed #GlobalIssues #TheGuardian #Washingtonpost #TheIndependent #CNBC #AppleNews #EuroNews #HuffPost",44.0,0.0625,0.1,21.0,en
5216,7667,7667,Life out here is at times boring but still pretty amazing. :D,44.0,0.0625,0.1,21.0,en
5217,7668,7668,Because this little guy is my inspiration :v,44.0,0.0625,0.1,21.0,en
5219,7671,7671,I regret that I suddenly stopped writing when there were still so many people left to be written about. I still think it was a good idea to preserve my thoughts about people who mattered or still matter. Should I start again?,44.0,0.0625,0.1,21.0,en
5220,7672,7672,Sometimes the light is just the prelude to darkness.,44.0,0.0625,0.1,21.0,en
5221,7673,7673,Spot on,44.0,0.0625,0.1,21.0,en
5222,7674,7674,"I have a feeling that the teams that will go through to the semi-finals' will be France, Belgium, Croatia and England :/",44.0,0.0625,0.1,21.0,en
5223,7675,7675,Already a fan of Iceland :O,44.0,0.0625,0.1,21.0,en
5224,7681,7681,"First semester ends and looking back on the last 5 months of my life, I see a void of emptiness, I see regret and thousands of hours of unproductive activity.
I see a person I do not recognize.

But there are silver linings to this huge cloud of despair, the memories I made and the people I met. :')",44.0,0.0625,0.1,21.0,en
5225,7682,7682,"You must maintain minimum decency while posting, sharing and writing stuff on social media when there are seniors and juniors in your friend list.
It does not create a good impression and it does not portray the right message.

~This is for a specific group of people.~",44.0,0.0625,0.1,21.0,en
5226,7683,7683,"Good old days :D 
Something better is coming soon In Shaa Allah",44.0,0.0625,0.1,21.0,en
5227,7684,7684,Life is at a point where almost everything is pointless :/,44.0,0.0625,0.1,21.0,en
5228,7685,7685,Most supportive mother <3,44.0,0.0625,0.1,21.0,en
5229,7686,7686,"Happy Birthday to one of the favorite seniors <3
Life in IUT would have been tough without brothers like you, Mahir Aktab bhai! :D

Medium - Illustrator and Wacom
Time - 1.5 hours",44.0,0.0625,0.1,21.0,en
5230,7687,7687,"Am I moving towards light?
Or is darkness enshrouding my last sparks?",44.0,0.0625,0.1,21.0,en
5231,7688,7688,So I'm the villain now? :),44.0,0.0625,0.1,21.0,en
5232,7689,7689,I know that she knows that I know I fucked up.,44.0,0.0625,0.1,21.0,en
5233,7690,7690,Me right now :,44.0,0.0625,0.1,21.0,en
5234,7691,7691,Happy Birthday Muhtasim Mashfy :D,44.0,0.0625,0.1,21.0,en
5235,7692,7692,"121N
~People close to heart <3~",44.0,0.0625,0.1,21.0,en
5237,7695,7695,"I have the best rollmate brothers. :D
Unfortunately Walid bhai missed this.

#141442
#151442
#170011042",44.0,0.0625,0.1,21.0,en
5239,7697,7697,"Day Out was great!
Thanks to the seniors, especially MCE'15 for organizing.

#MCEDayOut2018",44.0,0.0625,0.1,21.0,en
5240,7698,7698,"#GetSetWet
#MCEDayout2018",44.0,0.0625,0.1,21.0,en
5242,7700,7700,~When she snatches your glasses and makes you put on hers~,44.0,0.0625,0.1,21.0,en
5243,7702,7702,"My people <3
RiPublican SSC'15 EV
~A mini reunion~",44.0,0.0625,0.1,21.0,en
5244,7703,7703,"Medium - Illustrator
Type - Low Poly
Time - 4.5 hours
My hands hurt, my back hurts, but I'm happy after seeing the completed work :D

~The love of my life~",44.0,0.0625,0.1,21.0,en
5247,7707,7707,"The place I still call home, BNMPC. <3

(Exams are near, and I am genuinely worried about passing this one :3
Keep me in your prayers, thank you.)",44.0,0.0625,0.1,21.0,en
5248,7708,7708,"When hashtags were a thing xD

Study Tour - BKSP",44.0,0.0625,0.1,21.0,en
5251,7711,7711,"The last party we had before leaving school :')
Memories.",44.0,0.0625,0.1,21.0,en
5252,7712,7712,The life I'm living.,44.0,0.0625,0.1,21.0,en
5253,7713,7713,"Me: happy
Her: wat am i doing wid ma lyf

P.S.: Commemorating 5 wonderful years (and counting) ❤",44.0,0.0625,0.1,21.0,en
5254,7714,7714,"-Save IUT from the Evil Clutches of Cancerous Munaz-

#SaveIUT #NotOurVC",44.0,0.0625,0.1,21.0,en
5256,7716,7716,A simple yet amazing orientation. I am already loving this place. :D,44.0,0.0625,0.1,21.0,en
5257,7717,7717,Mechabro happy after seeing girls in the campus 😂,44.0,0.0625,0.1,21.0,en
5258,7718,7718,She looks as happy as I feel when I'm with her. <3,44.0,0.0625,0.1,21.0,en
5259,7719,7719,"My maternal grandmother, who was always that perfect Nanu people wish they had, passed away at midnight, 14 December, due to a sudden multiple organ failure.
Why is it so hard to accept...",44.0,0.0625,0.1,21.0,en
5260,7721,7721,"Admission season is finally over for me.
What I managed to achieve - (Institution - Position)

BAU (Agriculture) - 470
Dhaka University (D Unit) - 1112
BUP (Environmental Science) - 2
IUT - 32

...and I also made it to countless waiting lists 😂

Thanks to everyone who kept me in their prayers, inspired me, and supported me throughout this rough journey.
Special thanks to my close ones for being there for me.
And above all, thanks to Allah. :D",44.0,0.0625,0.1,21.0,en
5261,7722,7722,"And suddenly, you are not good enough for the people, who once felt lucky to even have your company :D Wow!",44.0,0.0625,0.1,21.0,en
5262,7723,7723,"Is it just me or the number of - attention whores, thots, meme noobs, extremely irritating relatives, copy-pasting shitheads and all such kinds of people - is actually increasing? :/",44.0,0.0625,0.1,21.0,en
5266,7727,7727,Life is at a point where almost everything is pointless :/,44.0,0.0625,0.1,21.0,en
5267,7728,7728,"A leader;
A legend;
A man who was betrayed by his own people;
Bangabandhu Sheikh Mujibur Rahman, the man who played the most significant role in the emergence of Bangladesh.
I have massive respect for this true leader.",44.0,0.0625,0.1,21.0,en
5268,7729,7729,*cough* main chick *cough*,44.0,0.0625,0.1,21.0,en
5270,7731,7731,"Original photo in the comment section. Can you spot the only difference? :v

#itwaslit",44.0,0.0625,0.1,21.0,en
5273,7734,7734,"I got GPA 5, Alhamdulillah, and I believe this is what I deserved :D
I just want my friends out there to know that the admission season is a fair shot for everyone, so let's do this!

I couldn't have done this without the help of all my teachers, Reefa and my family.
Congratulations, everyone, on leaving behind a set of hectic years and stepping into some other.",44.0,0.0625,0.1,21.0,en
5275,7736,7736,"""O you who have believed, let not people ridicule [other] people; perhaps they may be better than them"" [Quran 49:11]

Dedicated to a lot of people, ranging from little girls to grown men. Although some people deserve to be ridiculed, there are others who are in a league beyond your judgement, and you don't have any right to mock them. And there are others who did nothing to deserve the mockery. 

P.S.: Got triggered seeing stuff. 😂",44.0,0.0625,0.1,21.0,en
5276,7737,7737,"King Vegeta :D
Almost there :/ Need to work on it a little more :3",44.0,0.0625,0.1,21.0,en
5277,7739,7739,"Family <3

#itwaslit",44.0,0.0625,0.1,21.0,en
5278,7740,7740,"Travelled about 300 kilometres in a day, roads keep getting worse the farther you go from Dhaka :/",44.0,0.0625,0.1,21.0,en
5279,7741,7741,"Is being retard the new ""cool""? :/
Why would you even say or write ""Pakistan ***dabad"" while congratulating the winning team?
The slogan has a notorious political background, closely related to the oppression our people faced. :)",44.0,0.0625,0.1,21.0,en
5280,7743,7743,How can an experience be really good and really bad at the same time? 😂,44.0,0.0625,0.1,21.0,en
5281,7745,7745,I am willing to create a similar cover for each of the first 6 to inbox me for it. ✌,44.0,0.0625,0.1,21.0,en
5284,7748,7748,Shabab's grand roasting,44.0,0.0625,0.1,21.0,en
5286,7750,7750,Just going to leave this here as a late congratulatory message to all the SSC candidates who got through :D,44.0,0.0625,0.1,21.0,en
5287,7751,7751,"React ""Haha"" on this post and I will knock you and write the name of a topic which is a social or a national problem, you have to share your thoughts on it or an idea to reduce the problem with me.

 P.S.: I am sick of the worthless trending posts like DP rate, 13 reasons why and other bullshit. 
I think this can prove to be a good approach to productive interaction.",44.0,0.0625,0.1,21.0,en
5289,7754,7754,Reply not guaranteed 😂,44.0,0.0625,0.1,21.0,en
