,Unnamed: 0.2,Unnamed: 0.1,level_0,index,Unnamed: 0,post,Mach,LSRP12,LSRP2,NRSM,Person,dark_triad,eng_usage_ratio,bng_usage_ratio,eng_switching_ratio,bng_switching_ratio,sentiment
3645,3645,3645,5337,5348,5348,"S E R E N I T Y

পড়ন্ত বিকেল! 

#Red_heaven 

13.03.18",77,0.0625,0.1,21,45,"mach, narcisist",63.63636363636363,36.36363636363637,100.0,0.0,joy
3646,3646,3646,5338,5349,5349,"May Allah grant them Jannah!

https://www.facebook.com/HelpNepalBangladesh/photos/a.1390194454639935.1073741828.1390124801313567/2005711676421540/?type=3",77,0.0625,0.1,21,45,"mach, narcisist",80.0,20.0,100.0,0.0,joy
3647,3647,3647,5339,5350,5350,"Ending starts with the Department picnic...

#last_year
#cse_escape_2k18",77,0.0625,0.1,21,45,"mach, narcisist",83.33333333333334,16.666666666666664,100.0,0.0,joy
3648,3648,3648,5340,5351,5351,"এতোবার এই ঘটনাগুলা হয়েছে যে এখন ক্ষমা চাইতেও ভয় লাগে... তারপরও ক্ষমা চাচ্ছি তাদের কাছে যারা মানুষরূপী পশুর কাছে (শব্দটা লেখতেও ভয় লাগে) ! যখন পুরো দেশেই ক্যান্সারের কোষ শিকড় গেড়ে বসে গেছে সেখানে কিভাবে বা কি করলে পরিবর্তন আসবে ইদানীং মাথায় আর কাজ করে না ।  আমার নিজেরও একটা অনেক আদরের ছোট বোন আছে, খুব ভয় করে কখন যে কোন অঘটন(আল্লাহ না করুক) ঘটে যাবে অথচ আমি কিছুই করতে পারবনা । এর থেকে বেশি অসহায়ত্ব আর কিছু আছে কিনা আমার জানা নেই । যার সাথে এই অঘটন গুলা হচ্ছে তাদের কাছের মানুষই একমাত্র বুঝতে পারবে কিসের মাঝে দিয়ে তাদের সময় পার করতে হচ্ছে!! 

 আমরা খারাপ ঘটনা দেখে এতো বেশি অভ্যস্ত হয়ে গেছি যে এখন ভালো কোন নিউজ দেখলে অবাক হয়ে যাই । একাত্তরে অনেক মা বোনের সম্ভ্রম হারিয়েছে, কিন্তু বাঙালির শিক্ষা হয়নি তাই এখন নিজেরাই পাকিস্তানীদের ""role play"" করছে স্বাধীন বাংলার দামাল ছেলেরা । 

প্রাচীন মিসরে হারেমের বা সম্রাজ্ঞীদের দেহরক্ষীদের ""খোঁজা"" করে দেয়া হত যেন তারা আর কোনদিন শারীরিক উত্তেজনা অনুভব না করে । যেহেতু এখন মানুষ আদিম বন্যতা প্রকাশ করতে অনেক আগ্রহী তাদেরকে সভ্যতার নিয়মে শিক্ষা দিয়ে কোন উপকারে আসবেনা । প্রাচীন উপায়েই ক্ষান্ত দেয়া লাগবে, যেন বাকি জীবনটা তার সেই ""অঙ্গের"" দিকে তাকিয়ে নিজের ভুলটা বুঝতে পারে ।

দয়া করে ক্ষমা করে দিও বোন । আমরা পারছিনা তোমার সম্ভ্রম রক্ষা করতে । :(",77,0.0625,0.1,21,45,"mach, narcisist",0.91324200913242,98.17351598173516,100.0,0.0,joy
3649,3649,3649,5341,5352,5352,"almost dead!!

Thank you Dhruba Fahim 

#cse_escape 2k18",77,0.0625,0.1,21,45,"mach, narcisist",42.85714285714285,57.14285714285714,50.0,50.0,joy
3650,3650,3650,5342,5353,5353,"shame on us!!!

",77,0.0625,0.1,21,45,"mach, narcisist",66.66666666666666,33.33333333333333,100.0,0.0,anger
3651,3651,3651,5343,5354,5354,"the more pressure I get = the more sleep in my eyes,mind,body  -_-

#strange",77,0.0625,0.1,21,45,"mach, narcisist",73.33333333333333,20.0,75.0,25.0,joy
3652,3652,3652,5344,5355,5355,"Awesome tour with awesome people... :D
যা Apu কে ছাড়া সম্ভব হতো না... (better luck next time dst) ;)

Saif Shourov (ভচ) ধন্যবাদ দিয়ে ছোট করলাম না :P",77,0.0625,0.1,21,45,"mach, narcisist",33.33333333333333,62.96296296296296,66.66666666666666,33.33333333333333,joy
3653,3653,3653,5345,5356,5356,"""পাকা সোনা দিয়ে গহনা গড়া যায় না। একটু খাদ মেশাতে হয়। না মেশালে মজবুত হয় না। ব্যবহার করা যায় না। মানুষের মাঝেও একটু খাদ থাকা দরকার। যে-সব ছেলেমেয়েরা কৈশোর-যৌবনে পাকা সোনার মত একবারে নির্ভেজাল থাকে, যাদের গর্বে বাবা-মার বুক ফুলে ওঠে সাধারণত তারাই সংসার ভাঙে, অশান্তি সৃষ্টি করে।""

-তোমাকে (নিমাই ভট্টাচার্য)",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3654,3654,3654,5346,5357,5357,365 days(with a lot of struggles)...  InShaAllah rest of path will be smooth!,77,0.0625,0.1,21,45,"mach, narcisist",62.5,25.0,66.66666666666666,33.33333333333333,joy
3655,3655,3655,5348,5359,5359,Happy independence day... IUT! 😁😁,77,0.0625,0.1,21,45,"mach, narcisist",66.66666666666666,16.666666666666664,100.0,0.0,joy
3656,3656,3656,5349,5360,5360,"he was young and confused, now he has grown up and still confused... confusion within confusion- it's multi folded ""confusion"" more like inception! 

good lord, why did this happen to him?",77,0.0625,0.1,21,45,"mach, narcisist",83.87096774193549,16.129032258064516,57.14285714285714,42.85714285714285,fear
3657,3657,3657,5350,5361,5361,"life is never fair,only death is fair!",77,0.0625,0.1,21,45,"mach, narcisist",71.42857142857143,28.57142857142857,66.66666666666666,33.33333333333333,joy
3658,3658,3658,5352,5363,5363,"from India with love ♥♥ 
thank you Mahfuz Alam!! 

#fastrack
✌✌",77,0.0625,0.1,21,45,"mach, narcisist",54.54545454545454,36.36363636363637,66.66666666666666,33.33333333333333,joy
3659,3659,3659,5354,5365,5365,"handicrafts!! 
#shadow 
#halka_photography
#huawei_gr5_2017",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3660,3660,3660,5356,5367,5367,"my world!!!
#abbu_ammu♥
#dadima♥
#littlesister ♥",77,0.0625,0.1,21,45,"mach, narcisist",50.0,25.0,100.0,0.0,anger
3661,3661,3661,5357,5368,5368,কি ভয়ংকর সুন্দর!!,77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3662,3662,3662,5358,5369,5369,this pic!!! 😍😍💜💜,77,0.0625,0.1,21,45,"mach, narcisist",50.0,25.0,100.0,0.0,anger
3663,3663,3663,5359,5370,5370,to be continued..,77,0.0625,0.1,21,45,"mach, narcisist",100.0,0.0,0.0,0.0,joy
3664,3664,3664,5360,5371,5371,"হালকা ফটোগ্রাফার হওয়ার ব্যর্থ চেষ্টা 😜

#সরষে_ফুল",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3665,3665,3665,5361,5372,5372,sleeping(16+ hrs/day),77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,fear
3666,3666,3666,5362,5373,5373,"->দুর্নীতি দিয়ে ভরে গেছে এ দেশ...
->রাজধানী মোটামুটি থাকার অযোগ্য...
->বৃষ্টি হলে বাণিজ্যিক রাজধানী অর্ধেক ডুবে যায়...
->বোর্ড পরীক্ষা ছাড়াও ভর্তি পরীক্ষার প্রশ্ন ফাঁস...
->দেশে এতো বেশি জ্যাম যে ১০ মিনিটের রাস্তা যেতে মাঝে মাঝে ৩+ ঘণ্টার বেশি লাগে... 

তারপরও আপনি স্বাধীন... বাংলা ভাষায় কথা বলেন... আর নিজের ইচ্ছামতো দুর্নীতি করেন... এটাই তো স্বাধীনতা... 

N.B. এতো হতাশার মাঝেও আশার আলো দেখায়- ""NASA"" কাঁপানো মাহমুদা সুলতানা , আন্তর্জাতিক গণিত অলিম্পিয়াডে দক্ষিণ এশিয়ায় বাংলাদেশের প্রথম হওয়া... :D

হঠাৎ কোনো একদিন এদেশের মানুষের বোধদয় হবে এই আশাতে আছি ।
সবাইকে ৪৭তম বিজয় দিবসের শুভেচ্ছা ! :)",77,0.0625,0.1,21,45,"mach, narcisist",3.333333333333333,93.33333333333331,100.0,0.0,joy
3667,3667,3667,5363,5374,5374,"দেখুন ""সুন্দরী কমলা"" (Prottoy Hashem) কিভাবে প্রতারিত হল গাজীপুরের বিখ্যাত চাপাবাজ Imamul Ahsan Radit- এর কাছে!! 😉",77,0.0625,0.1,21,45,"mach, narcisist",5.555555555555555,88.88888888888889,0.0,0.0,joy
3668,3668,3668,5364,5375,5375,"Rafsanzani said ""I'm honored!"" 😂
Mahfuz said ""I suck!"" 😜
Nishad said ""I am funny!"" 😎

I.... I just listened to them! ✌

#vai_brother",77,0.0625,0.1,21,45,"mach, narcisist",40.0,60.0,50.0,50.0,joy
3669,3669,3669,5365,5376,5376,Mahfuz's treat!! 😁😁,77,0.0625,0.1,21,45,"mach, narcisist",25.0,50.0,0.0,0.0,anger
3670,3670,3670,5366,5377,5377,"chilling at rich nigga's(Imamul Ahsan Radit 😜) home!! 

#celltron_buddies",77,0.0625,0.1,21,45,"mach, narcisist",33.33333333333333,66.66666666666666,100.0,0.0,joy
3671,3671,3671,5367,5378,5378,"stupid--stupidity

#it_never_ends",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,anger
3672,3672,3672,5368,5379,5379,loner..,77,0.0625,0.1,21,45,"mach, narcisist",100.0,0.0,0.0,0.0,fear
3673,3673,3673,5369,5380,5380,"A picture can speak a lot of things!!!
:)",77,0.0625,0.1,21,45,"mach, narcisist",87.5,12.5,100.0,0.0,anger
3674,3674,3674,5370,5381,5381,"very few people are there, when they leave it creates a big void in your body and soul... but life goes on and we actually don't forget the pain or the person, it just gets easier to adopt with time... life is so cruel!",77,0.0625,0.1,21,45,"mach, narcisist",95.45454545454544,4.545454545454546,66.66666666666666,33.33333333333333,anger
3675,3675,3675,5371,5382,5382,ছবিটির মতো জীবন... মধ্যবিত্ত মানুষের জীবন :),77,0.0625,0.1,21,45,"mach, narcisist",12.5,75.0,0.0,0.0,joy
3676,3676,3676,5372,5383,5383,"Wolves don't kill the unlucky deer, they kill the weak ones...",77,0.0625,0.1,21,45,"mach, narcisist",90.9090909090909,9.090909090909092,50.0,50.0,anger
3677,3677,3677,5373,5384,5384,"how those people say ""I love you, I can't live without you"" and violate your privacy!! (when gets rejected)

that thing certainly is not love... that's something peculiar and annoying... get a life! 

and obviously try to respect yourself, don't be stupid enough to ruin whatever that's left for you!  -_-",77,0.0625,0.1,21,45,"mach, narcisist",73.58490566037736,22.641509433962263,52.63157894736842,47.368421052631575,sadness
3678,3678,3678,5374,5385,5385,"Beginning of the End!!! 

#one_more_year

Behind the Camera: the one & only villain  Sristy",77,0.0625,0.1,21,45,"mach, narcisist",60.0,33.33333333333333,57.14285714285714,42.85714285714285,anger
3679,3679,3679,5375,5386,5386,you don't have to win all the time... sometimes losing is more better than winning!,77,0.0625,0.1,21,45,"mach, narcisist",86.66666666666667,13.333333333333334,66.66666666666666,33.33333333333333,joy
3680,3680,3680,5376,5387,5387,"আব্বু কিছুক্ষণ আগে ফোন দিয়ে বলল ""বেটা ""blue whale"" না কি যেন একটা গেম আসছে, কোন একটা নাম্বার থেকে ফোন দিলে সেটা রিসিভ করলে নাকি তোকে খেলতে বাধ্য করে, শেষে নাকি আত্মহত্যা করা লাগে !"" 

আমি অবাক হয়ে শুনলাম, এরপর যখন জিজ্ঞেস করলাম কে বলছে? দোকানের ছেলেটা নাকি ফেসবুকে দেখছে । তখনি বুঝছি ঝামেলাটা কোথায় হয়েছে... 

বাধ্য হয়েই লেখাটা লেখছি, কারণ অনেকেই ফেসবুক মাথায় কি নিয়ে চালাই সেটা তারাই ভালো জানে ! যাই হোক এই ""Blue Whale"" বা নীল তিমি গেমটা নিয়ে খুবই স্পষ্ট কিছু কথা বলছি এবং আমার মনগড়া কথা না... আমি নিচে লিংক দেয়া আছে নিজে গিয়ে পড়তে পারেন !   

""Blue Whale"" খেলাটার আবির্ভাব রাশিয়া থেকে এবং এটা অনলাইনে খেলা লাগে । এই গেমটা আরো অনেক নামে পরিচিত যেমন -  ""A Silent House"",""A Sea Of Whales"",""Wake Me Up At 4:20 am"" । মোট ৫০ দিন ধরে এটা খেলা লাগে এবং এটার সর্বশেষ পর্যায়ে মানে ৫০তম দিনে তাকে আত্মহত্যা করতে বলা হয় । প্রতিদিনই কোন না কোন কাজ করা লাগে যেমন -ভোর ৪ টায় উঠে ""Horror movie"" দেখা, হাতে নীল তিমি আঁকা (ট্যটু আকার মতো )। এখন পর্যন্ত শুধু রাশিয়াতে ১৩০ জন টিনএজ মারা গেছে এই গেমটা খেলতে গিয়ে ।

আমি মোটেও খেলাটা নিয়ে আগ্রহী না । তবে মানুষজন যেভাবে ভুল তথ্য দিয়ে সবার মাঝে ভয় ছড়িয়ে দিচ্ছে এটা ভালো লাগেনি । গেমটা খেলার জন্য সেটা আগে পাওয়া লাগবে আর এই গেমটা যেমন আপনি ""Google play store"" বা ""iOS App Store"" এ পাবেন না ঠিক তেমনি কোন অপিরিচিত নাম্বার থেকে ফোন পেয়ে সেটা রিসিভ করলেও পাবেন না বা কোন ""random"" লিংক থেকে পাবেন না । সবথেকে গুরুত্বপূর্ণ ব্যাপার হল নিজে থেকে কেউ আগ্রহ না দেখালে সেই গেমের ""admin"" ও আপনাকে খুজবেনা । যদি কেউ আগ্রহ দেখান তখন সেটা পুরোটাই আপনার ব্যাপার । কেউ যদি ইচ্ছা করে গোখরা সাপের সামনে দাঁড়িয়ে নাচতে চায় সেটা তার ব্যক্তিগত ইচ্ছা । আরেকটা তথ্য (এটার সত্যতা নিয়ে আমার সন্দেহ !) আছে যে আপনি এই গেম খেলা শুরু করলে তারা আপনাকে সবসময় ""trace"" করবে । আর মাঝপথে যদি কেউ খেলতে না চায় তবে তার পরিবারকে মেরে ফেলার হুমকি দেয়া হয় ( আমার মাথায় এটা বেশ কিছুক্ষণ ধরেই ঘুরছে যে - সেই ""admin"" কোন দেশের সেটা কেউ জানেনা, তাহলে সে বাংলাদেশে এসে কিভাবে আমার পরিবারকে মেরে ফেলতে পারে ! ) ।

আমি আবারো বলছি এই গেমটা মূলত ""social networking"" সাইটগুলাতে ( facebook , instagram, whatsapp হয়তোবা আরো আছে )  খেলা হয় । অপরিচিত কারো মেসেজ না দেখাই উত্তম । যদি কাউকে দেখেন অস্বাভাবিক আচরণ করছে, তবে অবশ্যই তার সাথে খোলামেলা কথা বলুন আর পুলিশের কাছে জানিয়ে রাখুন ।
আর দয়া করে উল্টাপাল্টা মেসেজ দেখেই ঘাবড়ে যাবেন না । তার থেকেও বড় ব্যাপার যেটা সেটা হল কোন কিছু সম্পর্কে পুরোপুরি না জেনে বেশি লাফাবেন না ""panic"" করবেন না ।

ধন্যবাদ  :)

বিঃদ্রঃ দয়া করে আমাকে কেউ ""blue whale"" সংশ্লিষ্ট বার্তা পাঠাবেন না । আমি জেনে খুশি যে আপনি আমার সম্পর্কে অনেক চিন্তিত ।

http://www.express.co.uk/life-style/science-technology/806384/Blue-Whale-Game-Suicide-Challenge-UK

https://www.thesun.co.uk/news/worldnews/3003805/blue-whale-suicide-victims-russia-uk-deaths-latest/

http://www.hindustantimes.com/fitness/everything-you-need-to-know-about-the-deadly-blue-whale-suicide-game/story-mVMWwH9evk5RM6iakug7cL.html

https://www.higgypop.com/news/blue-whale-challenge/#",77,0.0625,0.1,21,45,"mach, narcisist",3.7735849056603774,93.9203354297694,76.47058823529412,23.52941176470588,joy
3681,3681,3681,5377,5388,5388,"ধীরে ধীরে জমতে থাকা গল্পের শেষ অধ্যায় এখানে,এই ব্যস্ত শহরে।। 
শেষ পৃষ্ঠায় থাকুক কিছু আনন্দগাথা।। :)

ক্যামেরার পেছনে একজন আর্কিটেক্ট...",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3682,3682,3682,5378,5389,5389,"Many many Happy returns of the day Miss X! 
""Happy Birthday"" (মানুষকে জ্বালানোর জন্যই তোর জন্ম হইসে 😜 )

#এবারেই_শেষ_বার 
don't wish next time and you will pay... 😉",77,0.0625,0.1,21,45,"mach, narcisist",56.66666666666666,36.66666666666666,66.66666666666666,33.33333333333333,joy
3683,3683,3683,5379,5390,5390,"seeing this picture reminds me that life is not all about eating,sleeping,studying... 

adventure is food for soul 😆",77,0.0625,0.1,21,45,"mach, narcisist",84.21052631578947,10.526315789473683,50.0,50.0,joy
3684,3684,3684,5380,5391,5391,"আহা!!! 
অনেকদিন পরে আবার সেই পুরোনো শূন্যের গানের মতো লাগছে!! 😍😍

#peace_for_mind

",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3685,3685,3685,5382,5393,5393,"Just travelled for 2hrs to eat with a very important person! 😜

#treat_from_vaia",77,0.0625,0.1,21,45,"mach, narcisist",75.0,25.0,66.66666666666666,33.33333333333333,joy
3686,3686,3686,5383,5394,5394,"বাসায় যখন আসি তখন ইলেক্ট্রিসিটি থাকে না... আর ঢাকায় যখন যাই তখন জ্যামে বাচি না!!! 

#সোনার_বাংলাদেশ ✌✌✌
#rest_in_peace_bangladesh",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3687,3687,3687,5384,5395,5395,Eid Mubarak! May Allah grant our sacrifices 😊,77,0.0625,0.1,21,45,"mach, narcisist",66.66666666666666,22.22222222222222,0.0,100.0,joy
3688,3688,3688,5385,5396,5396,"সবাই কোরবানিতে গৃহপালিত পশু(গরু,ছাগল,মহিষ, উট,দুম্বা) কোরবানি দেয় কিন্তু আমাদের এক সাচ্চা মুসলমান ভাইয়ের এইসবে চলছিল না তাই এবার ড্রাগন কোরবানি দিচ্ছেন তিনি!  ✌ 😂😂",77,0.0625,0.1,21,45,"mach, narcisist",10.714285714285714,78.57142857142857,0.0,0.0,joy
3689,3689,3689,5386,5397,5397,"it feels so heavenly to see the people who matters the most in this whole world!

home_sweet_home",77,0.0625,0.1,21,45,"mach, narcisist",93.75,6.25,100.0,0.0,joy
3690,3690,3690,5387,5398,5398,predefined cuteness!!!,77,0.0625,0.1,21,45,"mach, narcisist",50.0,50.0,100.0,0.0,joy
3691,3691,3691,5388,5399,5399,Alhamdulillah!! 😆,77,0.0625,0.1,21,45,"mach, narcisist",33.33333333333333,33.33333333333333,0.0,0.0,anger
3692,3692,3692,5389,5400,5400,"#বন্যার্তদের_জন্য_সাহায্য
নিজের চোখে না দেখলে যা কেউ বিশ্বাস করবে না! কেউ অনুভব ও করতে পারবে না।
সকল বড় ছোট ভাই বোন দের বিনীত অনুরোধ, দেরি না করে আমরা এখনই যেন একটু একটু করে আমাদের সাহায্যের হাত টা বাড়িয়ে দেই।
#ECF
#ROCA
#DEXCA
সকলেই একযোগে প্রানপন কাজ করে যাচ্ছে।আপনাদের একটু সহযোগীতাই পারে একটি পরিবারের জীবন বাচাতে সাহায্য করতে।
DEXCA BKASH NO: 01774291403
bank account:
name: dinajpur ex cadet's association
account no: 6083441165031
IFIC BANK, MAIN BRANCH,DINAJPUR",77,0.0625,0.1,21,45,"mach, narcisist",4.6875,95.3125,50.0,50.0,joy
3693,3693,3693,5390,5401,5401,"this country is rotten like hell...

এতো বেশি উন্নতির জোয়ারে ভাসছে যে একটু বৃষ্টি হলে  সব রাস্তা নদী হয়ে যায়, আর বোর্ডবাজার থেকে গাজীপুর নদীর সাথে কাদা বিনামূল্যে ফ্রি!!! বিশ্বাস না হলে একদিন শুধু বোর্ডবাজার থেকে উত্তরা(কমপক্ষে ৮ ঘণ্টা সময় হাতে নিয়ে গেলে ভালো) যাওয়া আসা করে দেখেন (বৃষ্টি হলে প্লট জমবে বেশ) জন্মের মতো সাধ মিটে যাবে...

রাস্তায় গাড়ি নড়ছেনা?? আরে হেটে তো কিছুদূর যাওয়া যাবে... নেমে যখন হাটুসমান ""কাদা""-র মধ্যে পড়বেন এর থেকে মধুর অভিজ্ঞতা আর কোথাও পাবেননা!! 

১০০% গ্যারান্টি, বিফলে মূল্য ফেরত টাইপ ব্যাপার ✌

এটা তো গেল বৃষ্টি হলে কি হয় তার অবস্থা... রাস্তায় ইদানীং গর্তগুলা বাচ্চা দেয়া শুরু করছে... ৪০বছর আগে যেমন ১২-১৬টা বাচ্চা কোন ব্যাপারই না ছিল এখন গর্তগুলার এই অবস্থা... কেউ কেউ আবার ""Black hole"" বাচ্চার জন্ম দেয় বর্ষাকালে এদের অনেক কাজে লাগে রিক্সার যাত্রীকে অপদস্থ করার জন্য... 

আসলেও আমরা অনেক উন্নতি করছি... অবসর সময় ল্যাপটপের স্ক্রিনের দিকে না তাকিয়ে রাস্তার ধুলাবালি আর বর্ষার কাদা দেখতে বেশ আনন্দ লাগে( আর না লাগলেও চোখ দু'টা তো অতি বেগুনি রশ্মি থেকে বেচে যায়)... খারাপ কি?? বেশ ভালো 👏👏👏

#rip_Motherland",77,0.0625,0.1,21,45,"mach, narcisist",4.046242774566474,94.79768786127168,100.0,0.0,joy
3694,3694,3694,5391,5402,5402,thank you a lot for taking so much pain and spending an awesome day with me ❤️... best friendship day 😁,77,0.0625,0.1,21,45,"mach, narcisist",91.30434782608695,0.0,0.0,0.0,joy
3695,3695,3695,5392,5403,5403,take the stairs to heaven(or hell)!!,77,0.0625,0.1,21,45,"mach, narcisist",66.66666666666666,33.33333333333333,100.0,0.0,anger
3696,3696,3696,5393,5404,5404,"ধ্যান করার পূর্বে... 😂😂
কৃতজ্ঞতা অর্বাচীন উজবুক ভাইয়া",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3697,3697,3697,5394,5405,5405,"when luck f***s you so hard!!! 😷😷 
#f_life  -_-",77,0.0625,0.1,21,45,"mach, narcisist",53.84615384615385,23.07692307692308,75.0,25.0,joy
3698,3698,3698,5395,5406,5406,Photo Credit: জানিনা :P তবে camera টা রিফাত ভাইয়ার,77,0.0625,0.1,21,45,"mach, narcisist",30.0,60.0,75.0,25.0,joy
3699,3699,3699,5396,5407,5407,"when mama is taking class... 😰
#bored_af
#time_pass",77,0.0625,0.1,21,45,"mach, narcisist",83.33333333333334,16.666666666666664,100.0,0.0,anger
3700,3700,3700,5397,5408,5408,"Either you marry her ""on time"" or wait long enough to become the godfather of her child(instead of father)!!! 😜😜",77,0.0625,0.1,21,45,"mach, narcisist",76.19047619047619,19.047619047619047,60.0,40.0,anger
3701,3701,3701,5398,5409,5409,"😂😂😂

#credit_মুরাদ_টাকলা",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,anger
3702,3702,3702,5399,5410,5410,"ভালবাসা ব্যাপারটা অদ্ভুত।তাই গল্পটাও অদ্ভুত।ভালবাসব বলে ভালবাসাটা কিছুটা বেমানান,সাথে বাণিজ্যিকও....
#সংগৃহীত",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3703,3703,3703,5400,5411,5411,"when I start to behave nicely she thinks something is wrong!!! 😂😂😂

especially #ammu",77,0.0625,0.1,21,45,"mach, narcisist",78.57142857142857,14.285714285714285,100.0,0.0,joy
3704,3704,3704,5401,5412,5412,টুট টুট-এর ঢাকা!!! 😡😡😡,77,0.0625,0.1,21,45,"mach, narcisist",20.0,60.0,0.0,0.0,joy
3705,3705,3705,5402,5413,5413,"You can't judge someone who you don't know at all... specially not from the memories of childhood(brainless people)!!!😡😡

why don't you oil your own machine(if you have any)...",77,0.0625,0.1,21,45,"mach, narcisist",74.07407407407408,25.925925925925924,55.55555555555556,44.44444444444444,anger
3706,3706,3706,5403,5414,5414,"had a great day!!! 
Eid Mubarak! 🌙
#sibling_cousin",77,0.0625,0.1,21,45,"mach, narcisist",42.85714285714285,57.14285714285714,100.0,0.0,joy
3707,3707,3707,5405,5416,5416,I've got some people in my life except my parents who all love me so much that I don't even deserve... thank you all to wish me and who didn't too!!!  :),77,0.0625,0.1,21,45,"mach, narcisist",82.85714285714286,11.428571428571429,50.0,50.0,joy
3708,3708,3708,5406,5417,5417,ঢাকার যেসব খাল কালের বিবর্তনে হারিয়ে গেছিল... সবগুলা আপাতত মিরপুরের বিভিন্ন রাস্তায় পুনর্জন্ম পাচ্ছে!!,77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3709,3709,3709,5407,5418,5418,"হাসিতে হাসিতে হাসি... হেসে বারবার :D

ছবি কৃতজ্ঞতাঃ Nayeem Ahmed",77,0.0625,0.1,21,45,"mach, narcisist",0.0,100.0,0.0,0.0,joy
3710,3710,3710,5408,5419,5419,"me, every morning!!  😂😂",77,0.0625,0.1,21,45,"mach, narcisist",57.14285714285714,14.285714285714285,100.0,0.0,anger
3711,3711,3711,5409,5420,5420,"মাঝেমাঝে যা করি সবকিছুই কি টাইমলাইনে পোস্ট করা জরুরী??  

#virtual_life_madness",77,0.0625,0.1,21,45,"mach, narcisist",8.333333333333332,83.33333333333334,100.0,0.0,joy
3712,3712,3712,5410,5421,5421,"আম্মু বাদেও জীবনে এমন একজন মানুষকে আমি পেয়েছি যে আমার পাগলামি সহ্য করে প্রতিটা সময়... এমনকি মাঝে মাঝে সেটাকে বাস্তবায়ন করতেও উঠে পড়ে লাগে... আমি সত্যিই বড় ভাগ্যবান 😊

I am grateful to Almighty, I found you...

#advanced_birthday_gift",77,0.0625,0.1,21,45,"mach, narcisist",16.666666666666664,83.33333333333334,50.0,50.0,joy
3713,3713,3713,5411,5422,5422,সবাই যখন রমজানের ছুটিতে বাড়ি আসে আমরা তখন ক্লাস করতে আই.ইউ.টি. যাই 😞... এই ছিলো গেবনে!!!,77,0.0625,0.1,21,45,"mach, narcisist",5.88235294117647,88.23529411764706,100.0,0.0,joy
3714,3714,3714,5412,5423,5423,যখন জীবনটা অনেক সুন্দর ছিলো...আর আমিও নিষ্পাপ ছিলাম... :),77,0.0625,0.1,21,45,"mach, narcisist",10.0,80.0,0.0,0.0,joy
3715,3715,3715,5413,5424,5424,software company 👏👏👌 😂😂,77,0.0625,0.1,21,45,"mach, narcisist",66.66666666666666,0.0,0.0,0.0,joy
3716,3716,3716,5414,5425,5425,"""semester final""- এর বাঁশ-গুলা হজম করতে বাড়ি যাই... 😊 

#home_sweet_home",77,0.0625,0.1,21,45,"mach, narcisist",9.090909090909092,81.81818181818183,100.0,0.0,joy
3717,3717,3717,5416,5427,5427,exams finished!!! that's enough for this semester...,77,0.0625,0.1,21,45,"mach, narcisist",71.42857142857143,28.57142857142857,50.0,50.0,joy
3718,3718,3718,5417,5428,5428,"MIT= Magical Institute Of Technology 

#machine_learning_tutorial_fact 😂",77,0.0625,0.1,21,45,"mach, narcisist",62.5,25.0,50.0,50.0,joy
3719,3719,3719,5418,5429,5429,"another one is ""gd"" 😂
Credit: #hipdict",77,0.0625,0.1,21,45,"mach, narcisist",57.14285714285714,28.57142857142857,100.0,0.0,joy
3720,3720,3720,5419,5430,5430,চেলসি চ্যাম্পিয়ন না হলে জানতামই না আমার ফ্রেন্ডলিস্টে এত্তোগুলা চেলসি ফ্যান!!! 🤔🤔🤔,77,0.0625,0.1,21,45,"mach, narcisist",7.6923076923076925,84.61538461538461,0.0,0.0,joy
3721,3721,3721,5420,5431,5431,NEW USER,37,0.0625,0.1,24,46,narcisist,100.0,0.0,0.0,0.0,joy
3722,3722,3722,5422,5433,5433,Arnob in IUT for the first time ever ❤,37,0.0625,0.1,24,46,narcisist,70.0,20.0,33.33333333333333,66.66666666666666,joy
3723,3723,3723,5423,5434,5434,"And it is on 💙

#farewell_2k18",37,0.0625,0.1,24,46,narcisist,80.0,20.0,100.0,0.0,anger
3724,3724,3724,5424,5435,5435,Pre farewell glows 😍,37,0.0625,0.1,24,46,narcisist,80.0,0.0,0.0,0.0,joy
3725,3725,3725,5425,5436,5436,Comeback <3,37,0.0625,0.1,24,46,narcisist,66.66666666666666,0.0,0.0,0.0,joy
